scheme_id,scheme_name,min_age,max_age,gender,state,occupation,income_limit,category,education_level,disability_status,marital_status
1456,Indira Priyadarshini Award,,,Female,Rajasthan,Student,,"SC,ST,OBC,MINORITY",Student,Yes,Any
1457,Indirect Tax Internship Scheme In Central Board Of Indirect Taxes And Customs (CBIC),,,Any,All India,Student,,ST,UG,Any,Any
1458,Indo-French Postdoctoral Research Programme for Women in Science,5.0,,Female,All India,Labor,,"SC,ST",PhD,Any,Any
1459,Indo-French Visiting/Mobility Programme for Women in Science,5.0,,Female,All India,Labor,,"SC,ST",PhD,Any,Any
1460,Industrial R&D Promotion Programme: Recognition Of In-House R&D Units,,,Male,All India,Labor,,"SC,ST",Any,Any,Any
1461,Industrial Sector Scheme (HSFDC),,,Any,Haryana,Any,,"SC,ST",Any,Any,Any
1462,Industrial Skill Development Allowance To The New Employees Employed In Industries In H.p,36.0,,Male,All India,Unemployed,,"SC,ST",Any,Any,Any
1463,Industry Linked Biotechnology Research Scheme,,,Male,Kerala,Labor,,"SC,ST",Any,Any,Any
1464,Infrastructure and Technology Support,,,Male,All India,Any,1.0,ST,Any,Any,Any
1465,Innovation In Science Pursuit For Inspired Research (INSPIRE) - Faculty Fellowship,32.0,42.0,Female,All India,Any,,"SC,ST",UG,Yes,Any
1466,Innovation In Science Pursuit For Inspired Research (INSPIRE) - Fellowship,5.0,,Male,All India,"Student,Labor",,"SC,ST",PG,Any,Any
1467,Innovation In Science Pursuit For Inspired Research (INSPIRE) - Internship,,,Female,All India,"Student,Labor",,"SC,ST",10th,Any,Any
1468,Innovation In Science Pursuit For Inspired Research (INSPIRE) - Scholarship For Higher Education (SHE),,,Male,All India,Student,,"SC,ST",Student,Any,Any
1469,Innovations for Defence Excellence,,,Male,All India,Any,,ST,Any,Any,Any
1470,Institutional Support for Development and Marketing of Tribal Products/Produce,,,Male,All India,Any,,"SC,ST",Any,Any,Any
1471,Institutions of Eminence scheme,,,Male,All India,Any,,ST,Any,Any,Any
1472,Insurance Scheme For Artisans Component of the Development of Handicrafts Scheme,18.0,60.0,Any,All India,Artisan,,ST,Any,Any,Any
1473,Insurance Scheme for the Construction Workers,18.0,60.0,Male,All India,Worker,,"SC,ST",Any,Any,Any
1474,Integrated Agriculture Training Centre Scheme,,,Male,All India,Farmer,,Any,Any,Any,Any
1475,Integrated Child Development Services Scheme,6.0,,Female,All India,Any,,Any,Any,Any,Any
1476,Integrated Child Development Services: Chandigarh,6.0,18.0,Female,All India,Any,,SC,Any,Any,Any
1477,Integrated Farming in Micro Watershed Scheme,,,Male,All India,Farmer,,ST,Any,Any,Any
1478,Integrated Fisheries Scheme,,,Any,All India,Farmer,,ST,Any,Any,Any
1479,Integrated Horticultural Development Program Through Diversification of Agriculture,,,Any,All India,Farmer,,"SC,ST",Any,Any,Any
1480,Integrated Horticulture Development,2.0,,Any,All India,Any,,ST,UG,Any,Any
1481,Integrated Horticulture Development Plan Scheme for Scheduled Caste Families,,,Any,Haryana,Farmer,,"SC,ST",Any,Any,Any
1482,Integrated Hostel Scheme,,,Female,Madhya Pradesh,Any,,"SC,ST",Any,Any,Any
1483,Integrated Pest Management Demonstration Cum Training,,,Male,Tamil Nadu,Farmer,,"SC,ST",Any,Any,Any
1484,Integrated Scheme for Export Promotion & Quality Improvement in Spices and Research and Development of Cardamom: Export Oriented Production: Large Cardamom Certified Nursery (Unit),,,Male,West Bengal,Farmer,,ST,Any,Any,Any
1485,Integrated Scheme on Agriculture Cooperation,,,Male,All India,Any,,"SC,ST",Any,Any,Any
1486,Integrated Scholarship Scheme,,,Male,Madhya Pradesh,Any,,"SC,ST",UG,Any,Any
1487,Integrated Sheep Development Scheme,,,Male,All India,Farmer,,ST,Any,Any,Any
1488,Integrated Social Security Scheme - Old Age Pension,55.0,60.0,Female,All India,Any,,ST,Any,Any,Any
1489,Integrated Social Security Scheme - Pension For Physically Challenged Persons,18.0,79.0,Any,All India,Any,,ST,Any,Yes,Any
1490,Integrated Social Security Scheme - Pension For Transgender,,,Any,All India,Any,75000.0,Any,Any,Any,Any
1491,Integrated Social Security Scheme - Women In Distress,40.0,79.0,Female,All India,Any,,ST,Any,Any,Widowed
1492,Integrated Social Security Scheme: Old Age Pension,55.0,60.0,Female,All India,Any,,ST,Any,Any,Any
1493,Integrated Social Security Scheme: Pension for Women in Distress,40.0,79.0,Female,All India,Any,,ST,Any,Any,Widowed
1494,Integrated Social Security Scheme: Pension to Physically Challenged Persons,18.0,79.0,Male,All India,Any,,Any,Any,Yes,Any
1495,Integrated Technology Enabled Agriculture Management System Or iTEAMS,,,Any,All India,Farmer,,Any,Any,Any,Any
1496,Intellectual Property Right Scheme Under MSME Innovative Scheme,,,Any,All India,Any,,ST,Any,Any,Any
1497,Intellectual Property Rights (IPR) Reimbursement Scheme,,,Male,All India,Any,,"SC,ST",Any,Any,Any
1498,Intensive Castration Scheme,,,Male,All India,Any,,ST,Any,Any,Any
1499,Inter-caste Marriage Scheme,,,Any,All India,Any,500000.0,ST,Any,Any,Any
1500,Inter-state Border Areas Development Programme,,,Any,All India,Any,,"SC,ST",Any,Any,Any
1501,Interest Free Loan (CBOCWWB),,,Male,Punjab,"Labour,Worker",,"SC,ST",Any,Any,Any
1502,Interest Help Scheme For Graduate Doctor-Lawyer-Technical Graduate,18.0,50.0,Any,Gujarat,Labor,,ST,UG,Any,Any
1503,Interest Subsidy Eligibility Certificate (isec) Scheme,,,Any,All India,Any,,"SC,ST",Any,Any,Any
1504,Interest Subsidy Reimbursement Scheme,,,Male,All India,Any,,"SC,ST",Any,Any,Any
1505,Interest Subsidy Scheme for Scheduled Caste/Scheduled Tribe Entrepreneurs,,,Male,Karnataka,Entrepreneur,0.0,"SC,ST",Any,Any,Any
1506,Interest Subsidy Scheme for Smaller Business Units,,,Any,All India,Any,,ST,Any,Any,Any
1507,"Interest Subsidy Scheme, 2008",5.0,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
1508,Interest Subsidy on Loans for Agriculture and Allied Activities,,,Female,All India,Farmer,,ST,Any,Any,Any
1509,Interest Subvention Scheme,,,Male,Karnataka,Any,,"SC,ST",Any,Any,Any
1510,Interest Subvention Scheme For Housing Loan For Regular State Government Employee Under APUN GHAR,1.0,70.0,Male,All India,Government Employee,,"SC,ST",Any,Any,Any
1511,Interest Subvention against long terms loan to the Co-operative sugar societies (Normal Area) (Tribal Area),,,Male,All India,Any,,SC,Any,Any,Any
1512,Interim Relief to the Beneficiaries Affected by Disaster (GBOCWWB),,,Any,All India,Worker,,"SC,ST",Any,Any,Any
1513,International Centre for Environment Audit and Sustainable Development (iCED),,,Male,All India,Any,,"SC,ST",PG,Any,Any
1514,International Cooperation Scheme- Capacity Building of First Time MSE Exporters,3.0,,Male,All India,Any,,"SC,ST",Any,Any,Any
1515,International Cooperation Scheme- Market Development Assistance,2.0,3.0,Female,All India,Entrepreneur,,"SC,ST",Any,Any,Any
1516,Internet Subsidy Scheme,,,Any,All India,Any,,ST,Any,Any,Any
1517,Internship Policy Of Indian Council For Cultural Relations (ICCR),25.0,,Male,All India,Student,,"SC,ST",PG,Any,Any
1518,Internship Policy Of The Madhya Pradesh Tourism Board,,,Male,Madhya Pradesh,Any,,"SC,ST",PG,Any,Any
1519,Internship Program At The Indian Patent Office,,,Male,All India,Any,,"SC,ST",Any,Any,Any
1520,Internship Programme At Serious Fraud Investigation Office,,,Male,All India,Student,,"SC,ST",PG,Any,Any
1521,Internship Programme By The Ministry Of External Affairs,25.0,,Male,All India,Student,,"SC,ST,OBC,EWS",UG,Any,Any
1522,Internship Programme Of The Department Of Expenditure,5.0,,Male,All India,Student,,"SC,ST",UG,Any,Any
1523,Internship Programme Of The Wildlife Crime Control Bureau (MoEFCC),30.0,,Male,All India,Student,,ST,Student,Any,Any
1524,Internship Programme for Women Students / Scholars / Social Activists / Teachers,21.0,40.0,Female,All India,Student,,"SC,ST",Student,Any,Any
1525,Internship Scheme,5.0,18.0,Male,All India,Student,,"SC,ST",UG,Any,Any
1526,Internship Scheme By The Unique Identification Authority Of India (UIDAI),,,Male,All India,Student,,"SC,ST",PhD,Any,Any
1527,Internship Scheme For PG/Research Students In Directorate General Of Trade Remedies (DGTR),,,Male,All India,Student,,"SC,ST",UG,Any,Any
1528,Internship Scheme For Students Of Counselling/ Psychology/ Social Work/ Home Science Etc,,,Any,All India,Any,,"SC,ST",PG,Any,Any
1529,Internship Scheme Of Employees’ Provident Fund Organisation (EPFO),,,Any,All India,Any,,"SC,ST",UG,Any,Any
1530,Internship Scheme Of The Department Of Economic Affairs,,,Male,All India,Any,,"SC,ST",PhD,Any,Any
1531,Internship Scheme Of The Ministry Of Labour & Employment,,,Any,All India,Student,,"SC,ST",UG,Any,Any
1532,Investment Promotion Scheme (IPS) For Cottage Industries: Financial Assistance To Cottage Industries,1.0,18.0,Male,All India,Any,,ST,Any,Any,Any
1533,Investment Promotion Scheme (IPS) For Handicraft Artisans: Assistance For Capital Investment For The Handloom And Handicrafts Artisans Of The U.T. Requiring Financial Assistance For Purchase Of Machinery Or Raw Materials,18.0,,Male,All India,Artisan,,ST,Any,Any,Any
1534,Investment Promotion Scheme (IPS) For Handicraft Artisans: Assistance For Capital Investment To Uplift The Economic Condition Of Artisans/ Persons,18.0,,Male,All India,Artisan,,"SC,ST,OBC,EWS",Any,Any,Any
1535,Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Capital Investment In Solar Power Generation,,,Male,All India,Any,,ST,Any,Any,Any
1536,Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Entrepreneurship Under Skill Development,,,Male,All India,Entrepreneur,,ST,Any,Any,Any
1537,Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Participation In Industrial Exhibitions Abroad,,,Male,All India,Any,,ST,Any,Any,Any
1538,Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Patent Registration /Trade Mark Registration,,,Male,All India,Any,,ST,Any,Any,Any
1539,Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Quality Certification,,,Male,All India,Any,,ST,Any,Any,Any
1540,Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Saving In Consumption Of Energy And Water,,,Male,All India,Any,,"SC,ST",Any,Any,Any
1541,Investment Promotion Scheme (IPS) for MSME Sector: Assistance For Zed Certification,,,Male,All India,Any,,ST,Any,Any,Any
1542,Investment Promotion Scheme (IPS) for MSME Sector: Assistance To Small And Medium Enterprises (SME) For Raising Of Capital Through SME Exchange,,,Male,All India,Any,,ST,Any,Any,Any
1543,Investment Promotion Scheme (IPS) for MSME Sector: Assistance of Fixed Capital Investment Subsidy,5.0,,Male,All India,Any,,"SC,ST",Any,Any,Any
1544,Investment Promotion Scheme (IPS) for MSME Sector: Assistance of Interest Subsidy,5.0,,Male,All India,Any,,"SC,ST",Any,Any,Any
1545,Investment Promotion Scheme (IPS) for MSME Sector: Awards For MSMEs,,,Male,All India,Any,,ST,Any,Any,Any
1546,Investment Promotion Scheme (IPS) for MSME Sector: Incentive For Local Employment,18.0,,Male,All India,Any,,ST,Any,Any,Any
1547,Investment Promotion Scheme (IPS) for MSME Sector: Incentives For Doubling Of Export Values,,,Male,All India,Any,,ST,Any,Any,Any
1548,Investment Promotion Scheme (IPS) for MSME Sector: Reimbursement Of Free On Board (FOB) Expenses,,,Male,All India,Any,,ST,Any,Any,Any
1549,Investment Promotion Scheme (IPS) for Textile Sector: Assistance Of Interest Subsidy For Textile Sector,,,Male,All India,Any,,ST,Any,Any,Any
1550,Investment Promotion Scheme (IPS) for Thrust Sectors: Assistance For Furniture Sector,,,Male,All India,Any,,ST,Any,Any,Any
1551,"Investment Promotion Scheme (IPS) for Thrust Sectors: Assistance For Marble, IT & ITES, Electric Vehicles & Spare Parts, Toys Units And Semi-Conduct or Industries Sectors",,,Male,All India,Any,,ST,Any,Any,Any
1552,Investment Promotion Scheme (IPS) for Thrust Sectors: Scheme For Food Processing Industries,,,Male,All India,Any,,ST,Any,Any,Any
1553,Investment Promotion Scheme (IPS) for Thrust Sectors: Scheme For Marine Products Processing Units,,,Male,All India,Any,,ST,Any,Any,Any
1554,"Investment Promotion Scheme (IPS) for Thrust Sectors: Scheme For Medical Equipment And Accessories, Medical Diagnostics And Ayush Products Manufacturing Units",,,Male,All India,Any,,ST,Any,Any,Any
1555,Investment Promotion Scheme (IPS) for Thrust Sectors: Scheme For Vaccine Manufacturing Units,,,Male,All India,Any,,ST,Any,Any,Any
1556,Investment Promotion Scheme (IPS): Environment Protection Infrastructure Subsidy,,,Male,All India,Any,,"SC,ST",Any,Any,Any
1557,Investment Promotion Scheme (IPS): Scheme For Reimbursement Of Stamp Duty,,,Male,All India,Any,,ST,Any,Any,Any
1558,Issuance of Free House Sites,,,Any,Tamil Nadu,Any,,ST,Any,Any,Any
1559,Issue of Free Bus Pass to Differently Abled Person,5.0,,Any,All India,Any,,ST,Any,Yes,Any
1560,J.C. Bose Fellowship,68.0,,Male,All India,Any,,"SC,ST",Any,Any,Any
1561,Jagananna Amma Vodi,,,Male,Andhra Pradesh,"Worker,Government Employee",,"SC,ST",Any,Any,Any
1562,Jagananna Chedodu,,,Female,All India,"Student,Worker,Government Employee",,"SC,ST,MINORITY",PG,Yes,Any
1563,Jagananna Thodu,18.0,,Any,Andhra Pradesh,Any,,ST,Any,Any,Any
1564,Jagananna Videshi Vidya Deevena,35.0,,Male,All India,Any,,"SC,ST",PG,Any,Any
1565,Jagananna Vidya Kanuka,,,Male,Andhra Pradesh,Student,,"SC,ST",10th,Any,Any
1566,Jai Bhim Mukhyamantri Pratibha Vikas Yojana,3.0,3.0,Male,All India,Student,600000.0,"SC,ST",10th,Any,Any
1567,Jai Johar (Old Age Pension) Scheme,60.0,,Male,West Bengal,Any,,"SC,ST",Any,Any,Any
1568,Jal Hauj,,,Any,Rajasthan,Farmer,,ST,Any,Any,Any
1569,Jal Jeevan Mission,,,Any,All India,Any,,SC,Any,Any,Any
1570,Jan-Nayak Karpoori Thakur Kalyan Hostel Scheme,,,Male,All India,Any,,ST,Any,Any,Any
1571,Janani Bal Suraksha Yojana,,,Female,All India,Any,,"SC,ST",Any,Any,Any
1572,Janani Shishu Suraksha Karyakram,,,Female,All India,Any,,ST,Any,Any,Any
1573,Janta Juth Accidental Insurance Scheme,5.0,70.0,Male,All India,Farmer,,"SC,ST",Any,Yes,Widowed
1574,Jeevanam Self-Employment Scheme To Dependents Of Crime Victims,5.0,,Male,Kerala,Any,,ST,Any,Any,Married
1575,Jharkhand International Migrant Workers Grant Scheme,15.0,65.0,Male,All India,Worker,,ST,Any,Any,Any
1576,Jharkhand Krishi Rin Mafi Yojana,18.0,,Male,All India,Farmer,,"SC,ST",Any,Any,Any
1577,Jharkhand Mukhyamantri Gram Gadi Yojana,,,Male,All India,Any,,"SC,ST",Any,Any,Any
1578,Jharkhand Mukhyamantri Maiya Samman Yojana,49.0,,Female,All India,Any,,Any,Any,Any,Any
1579,Jharkhand Mukhyamantri Shramik Yojana,18.0,65.0,Female,All India,Worker,,ST,Any,Yes,Any
1580,Jharkhand Nirman Karmakar Mrityu/Durghatana Sahayata Yojana,60.0,,Male,All India,Worker,,ST,Any,Any,Any
1581,Jharkhand Patrakar Samman Pension Niyamawali,20.0,,Male,All India,Any,,ST,Any,Any,Any
1582,Jharkhand Petrol Subsidy Scheme,,,Any,All India,Any,,"SC,ST",Any,Any,Any
1583,Jharkhand Rajya Fasal Rahat Yojana,18.0,,Female,All India,Farmer,,"SC,ST",Any,Any,Any
1584,Jharkhand Rajya Patrakar Swasth Bima Yojna Niyamawali 2021,21.0,60.0,Male,All India,Any,,"ST,EWS",Any,Any,Married
1585,Jharkhand Sports Excellence Cash Award Scheme to Coaches,,,Any,All India,Any,,ST,Any,Any,Any
1586,Jharkhand Sports Excellence Cash Award Scheme to Players,,,Male,All India,Any,,ST,Any,Any,Any
1587,Jharkhand Sportsperson Pension Scheme,10.0,40.0,Male,All India,Any,,"SC,ST",Any,Any,Any
1588,Jharkhand State Backward Classes Post-Matric Scholarship Scheme,,,Male,All India,Student,,"SC,ST",PG,Any,Any
1589,Jharkhand State Backward Classes Pre-Matric Scholarship Scheme,,,Male,All India,Student,,"SC,ST",Student,Any,Any
1590,Jharkhand State Food Security Scheme,,,Any,All India,Any,,ST,Any,Any,Any
1591,Jharkhand State Migrant Labourers Survey and Rehabilitation Scheme,65.0,,Any,All India,Worker,,"ST,EWS",Any,Any,Any
1592,Jharkhand State Scheduled Caste Post-Matric Scholarship Scheme,,,Male,All India,Student,,"SC,ST",PG,Any,Any
1593,Jharkhand State Scheduled Caste Pre-Matric Scholarship Scheme,,,Male,All India,Student,,"SC,ST",Student,Any,Any
1594,Jharkhand State Scheduled Tribe Post-Matric Scholarship Scheme,,,Male,All India,Student,,"SC,ST",PG,Any,Any
1595,Jharkhand State Scheduled Tribe Pre-Matric Scholarship Scheme,,,Male,All India,Student,,"SC,ST",Student,Any,Any
1596,Jhota Buggi/Camel/Mule Cart Scheme (HSFDC),,,Any,Haryana,Any,,"SC,ST",Any,Any,Any
1597,Jiyo Parsi Scheme – Health of the Community,,,Any,All India,Any,1500000.0,"SC,ST,MINORITY",Any,Any,Any
1598,Jiyo Parsi Scheme – Medical Assistance,,,Any,All India,Any,,"ST,MINORITY",Any,Any,Any
1599,Journalist's Medical Welfare Scheme - Assam,,,Any,All India,Any,,ST,Any,Any,Any
1600,Journalists’ Family Benefit Fund,,,Male,Tamil Nadu,Any,,"SC,ST,EWS",Any,Any,Any
1601,Junior Hostel (Scheduled Tribes),,,Male,Madhya Pradesh,Student,,"SC,ST",Student,Any,Any
1602,Junior Merit (Class - 11 To 12),,,Male,Odisha,Student,600000.0,"SC,ST,OBC",Student,Any,Any
1603,Junior Research Fellowship,28.0,33.0,Any,All India,Any,,"SC,ST,EWS",UG,Any,Any
1604,Junior Research Fellowship (JRF) And Research Associateship (RA) For Foreign Nationals,35.0,45.0,Female,All India,Student,,ST,UG,Any,Any
1605,Junior Research Fellowship In Engineering & Technology,40.0,,Female,All India,Any,,"SC,ST",UG,Any,Any
1606,"Junior Research Fellowship In Sciences, Humanities, And Social Sciences",,,Any,All India,Any,,ST,Any,Any,Any
1607,Jute Raw Material Bank Scheme,,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
1608,Jute Resource-Cum-Production Centre,,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
1609,Jyotiba Phule Shramik Kanyadan Yojana,1.0,18.0,Female,All India,Worker,,"SC,ST",Any,Any,Any
1610,KALIA Scholarship,,,Male,All India,Student,,"SC,ST",Student,Any,Any
1611,KARMASHREE- The Chief Minister's Award For Excellence In Public Administration,,,Male,All India,Any,,"SC,ST",Any,Any,Any
1612,KCR Nutrition Kit,,,Female,Telangana,Worker,10000.0,"SC,ST",Any,Any,Any
1613,KSCSTE Emeritus Scientist Scheme,3.0,5.0,Male,Kerala,Any,,"SC,ST",Any,Any,Any
1614,KSCSTE Post-Doctoral Fellowship Programme,3.0,40.0,Male,Kerala,Any,,"SC,ST,OBC",Any,Any,Any
1615,KSCSTE Research Fellowship,35.0,35.0,Male,Kerala,Any,,"SC,ST,OBC",PG,Any,Any
1616,KULAVILAKKU,5.0,18.0,Female,All India,Any,,Any,Any,Any,Any
1617,Kabir Anthyesthi Anudan Yojana,,,Any,All India,Any,,Any,Any,Any,Any
1618,Kabir Puraskar Scheme,,,Male,All India,Any,,"SC,ST",Any,Any,Any
1619,Kachara Binane Vaale Hetu Suraksha Upakaran Sahaayata Yojana,18.0,60.0,Male,All India,Any,,"SC,ST",Any,Any,Any
1620,Kailash Mansarovar Yatra Scheme 2016,,,Male,Haryana,Any,,ST,Any,Any,Any
1621,Kailash Mansarovar Yatra- Madhya Pradesh,,,Male,Madhya Pradesh,Any,,"SC,ST",Any,Any,Any
1622,Kaimagga Vikasa Yojana - Karnataka,,,Female,Karnataka,Any,,"SC,ST",Any,Any,Any
1623,Kala Gaurav Puraskar,10.0,60.0,Any,All India,Any,,ST,Any,Any,Any
1624,Kala Samman Scheme,60.0,,Any,All India,Any,,ST,Any,Any,Any
1625,Kali Bai Bheel Medhavi Chhatra Scooty Scheme,,,Female,Rajasthan,Student,40000.0,"SC,ST",UG,Any,Any
1626,Kalinga Sikhya Sathi Yojana,,,Male,Odisha,Student,,"SC,ST",Student,Any,Any
1627,Kalpana Chawla Chatravriti Yojana,,,Female,All India,Student,,"SC,ST",UG,Any,Any
1628,Kalyana Lakshmi Pathakam,18.0,,Female,Telangana,Any,,"SC,ST",Any,Any,Married
1629,Kalyanamastu Pathakam Scheme - Andhra Pradesh,18.0,21.0,Male,Andhra Pradesh,Businessman,,ST,Any,Any,Any
1630,Kalyani Sahayata Yojana (Madhya Pradesh Labor Welfare Board),,,Male,Madhya Pradesh,"Labour,Labor,Worker",,ST,Any,Any,Widowed
1631,Kam Lagat Pyaaj Bhandaran Sanrachna,,,Any,Rajasthan,Farmer,,ST,Any,Any,Any
1632,Kamban Pugazh Literary Prize,,,Male,All India,Any,,ST,UG,Any,Any
1633,Kantedar Tarbandi Yojana,,,Any,All India,Farmer,,"SC,ST",Any,Any,Any
1634,Kanti Velugu,,,Any,Telangana,Any,,SC,Any,Any,Any
1635,Kanya Dhan Scheme for SC Students,,,Female,All India,Student,,"SC,ST",10th,Any,Any
1636,Kanya Saksharta Protsahan Yojana,,,Female,Madhya Pradesh,Student,,"SC,ST",10th,Any,Any
1637,Kanya Saksharta Protsahan Yojana (For Scheduled Caste Girls),,,Female,Madhya Pradesh,Student,,"SC,ST",Student,Any,Any
1638,Kanya Sumangala Yojana,,,Female,Uttar Pradesh,Any,,"SC,ST",Any,Any,Any
1639,Kanya Vivah Sahayta Yojana,1.0,21.0,Male,All India,"Labor,Worker",,"SC,ST",Any,Any,Any
1640,Kanyadaan Scheme (CBOCWWB),,,Female,Punjab,"Labour,Worker",,"SC,ST",Any,Any,Any
1641,Kanyadaan Scheme (HBOCWWB),,,Male,Haryana,Worker,,"SC,ST",Any,Any,Any
1642,Kanyashree Prakalpa,18.0,18.0,Female,West Bengal,Any,120000.0,"SC,ST",Any,Any,Married
1643,Karkhandar Scheme For Development Of Craft Sector,,,Male,All India,Any,,ST,Any,Any,Any
1644,Karma Sathi Prakalpa,50.0,,Male,All India,Entrepreneur,,"SC,ST",Any,Any,Any
1645,Karma Veer Dadasaheb Gaikwad Sabalikaran & Swabhiman Yojana,18.0,60.0,Male,Maharashtra,Any,,"SC,ST",Any,Any,Any
1646,Karmaveer Padmashri Dadasaheb Gaikwad Birth Centenary And Prize Distribution,15.0,50.0,Female,Maharashtra,Any,,ST,Any,Any,Any
1647,Kashyapa Scheme for Food & Shelter,14.0,60.0,Female,Andhra Pradesh,Any,,"SC,ST",Any,Yes,Widowed
1648,Kasturba Gandhi Special Term Deposit Receipt Scheme,,,Female,Rajasthan,Student,,"SC,ST",UG,Any,Any
1649,Kaushal Vikas Yojana,21.0,,Any,All India,Worker,,ST,Any,Any,Married
1650,Kayaka Spoorthi Scheme Karnataka,18.0,,Female,Karnataka,Artisan,,"SC,ST",Any,Any,Any
1651,Kera Suraksha Insurance Scheme,18.0,65.0,Male,All India,Any,,"SC,ST",Any,Any,Any
1652,Kerala Biotechnology Re-Entry Fellowship,3.0,45.0,Any,Kerala,Labor,,"SC,ST,OBC",UG,Any,Any
1653,Kerala State Young Scientist Awards,3.0,37.0,Any,Kerala,Any,,ST,Any,Any,Any
1654,Kerala Stressed MSMEs Revival & Rehabilitation Scheme,5.0,,Male,Kerala,Any,,"SC,ST",Any,Any,Any
1655,Khadi Karigar Janashree Bima Yojana,18.0,59.0,Any,All India,Artisan,,ST,Any,Any,Any
1656,Khadya Suraksha Yojana,,,Any,Rajasthan,Any,,ST,Any,Any,Any
1657,Kharmore Sonchidia Award Scheme,,,Any,All India,Farmer,,Any,Any,Any,Any
1658,Khel Chhatravriti (Vritika) Yojana,,,Male,All India,Any,,"SC,ST",Any,Any,Any
1659,Khet Talai,,,Any,Rajasthan,Farmer,,ST,Any,Any,Any
1660,Khiladi Protsahan Yojana,,,Any,Madhya Pradesh,Worker,,ST,Any,Any,Any
1661,Khule Jalsroto Mei Pen Aadharit Matsya Paalan ki Yojana,,,Male,All India,Any,,Any,Any,Any,Any
1662,Khushi Scheme,,,Female,Odisha,Any,,"SC,ST",Any,Any,Any
1663,Kisan Credit Card,,,Any,All India,Farmer,,Any,Any,Any,Any
1664,Kisan Kaleva Yojana,,,Any,All India,Farmer,,Any,Any,Any,Any
1665,Kisan Parivahan Yojana,,,Any,Gujarat,Farmer,,ST,Any,Any,Any
1666,Kisan Pension Yojana,60.0,,Male,All India,Any,,ST,Any,Any,Any
1667,Kisan Samriddhi Yojana - Chhattisgarh,,,Male,All India,Farmer,,"SC,ST",Any,Any,Any
1668,Kisan Samriddhi Yojana Jharkhand,18.0,,Any,All India,Farmer,,ST,Any,Any,Any
1669,Kisan Suryoday Yojana (KSY),,,Any,Gujarat,Farmer,,ST,Any,Any,Any
1670,Kisan Vikas Patra Scheme,9.0,10.0,Male,All India,Any,,"SC,ST",Any,Any,Any
1671,Kisan Vriksha Mitra Yojana,,,Any,All India,Farmer,,ST,Any,Any,Any
1672,Kishore Vaigyanik Protsahan Yojana,,,Any,All India,Student,,"SC,ST",Student,Yes,Any
1673,Kishori Balika Yojana (Madhya Pradesh),11.0,18.0,Female,Madhya Pradesh,Any,,"SC,ST,OBC",Any,Any,Any
1674,Kotwar Cycle Evam Torch Sahayata Yojana,,,Male,All India,Worker,,"SC,ST",Any,Any,Any
1675,Krishak Bakri Palan Yojna,,,Female,All India,"Farmer,Unemployed",200000.0,"SC,ST",Any,Any,Any
1676,Krishak Bandhu Scheme,60.0,,Any,West Bengal,Farmer,,ST,Any,Yes,Any
1677,Krishak Durghatna Kalyan Yojana,18.0,70.0,Male,All India,Farmer,,"SC,ST",Any,Yes,Any
1678,Krishi Input Anudan Yojana,,,Any,All India,Farmer,,ST,Any,Any,Any
1679,Krishi Unnati Yojana - MOVCDNER,,,Male,All India,"Labor,Entrepreneur",1125000.0,"SC,ST",Any,Any,Any
1680,Krishi Yantra,,,Male,All India,Any,,ST,Any,Any,Any
1681,Krishonnati Yojana - Sub Mission On Seed And Planting Material (SMSP),,,Any,All India,Farmer,,ST,Any,Any,Any
1682,Krshak Prashikshan Tatha Bhraman Karyakram,,,Any,All India,Farmer,,SC,Any,Any,Any
1683,Krushak Assistance For Livelihood And Income Augmentation,,,Male,Odisha,Farmer,200000.0,"SC,ST",Any,Any,Any
1684,Krushi Mahotsav,,,Female,Gujarat,Farmer,,"SC,ST",Any,Any,Any
1685,Krushy Aranya Protsaha Yojane (kapy),,,Male,All India,Farmer,,"SC,ST",Any,Any,Any
1686,Kunwar Bai Nu Mameru Yojana,18.0,21.0,Female,Gujarat,Any,,"SC,ST",Any,Any,Any
1687,Kushal Shramik Sahay Yojana (GBOCWWB),30.0,,Any,Gujarat,Worker,,"SC,ST",Any,Any,Any
1688,LIDCOM 50% Subsidy Scheme,18.0,50.0,Male,Maharashtra,Any,,ST,Any,Any,Any
1689,LIDCOM Education Loan Scheme,18.0,50.0,Male,Maharashtra,Any,300000.0,ST,Any,Any,Any
1690,LIDCOM Gattai Stall Scheme,18.0,50.0,Male,Maharashtra,Any,,ST,Any,Any,Any
1691,LIDCOM Margin Money Loan Scheme,18.0,50.0,Male,Maharashtra,Any,,ST,Any,Any,Any
1692,LIDCOM Training Scheme,18.0,50.0,Male,Maharashtra,Student,,ST,Student,Any,Any
1693,LLB Internship Programme,,,Any,All India,Student,,ST,UG,Any,Any
1694,Laadli Laxmi Scheme,7.0,15.0,Female,Maharashtra,Any,,ST,Any,Any,Any
